"","Site","Family","Species","count","Site.name","reef.type","year"
"854","OR","PAR","DUSKY",17,"Olhuveli reef","inside","2021/22"
"855","OR","PAR","GFACE",1,"Olhuveli reef","inside","2021/22"
"856","OR","PAR","SHEEPHEAD",5,"Olhuveli reef","inside","2021/22"
"857","OR","PAR","SORDID",61,"Olhuveli reef","inside","2021/22"
"858","OR","PAR","SQ",1,"Olhuveli reef","inside","2021/22"
"859","OR","RAB","CHIN",2,"Olhuveli reef","inside","2021/22"
"860","OR","RAB","SCH",1,"Olhuveli reef","inside","2021/22"
"861","OR","SNAP","FUL",2,"Olhuveli reef","inside","2021/22"
"862","OR","SNAP","IND",1,"Olhuveli reef","inside","2021/22"
"863","OR","TRIG","STR",7,"Olhuveli reef","inside","2021/22"
"864","OR","TRIG","SUFB",1,"Olhuveli reef","inside","2021/22"
"865","PT","BUT","COL",2,"Pink thila","thila","2021/22"
"866","PT","BUT","GUT",4,"Pink thila","thila","2021/22"
"867","PT","BUT","KLE",3,"Pink thila","thila","2021/22"
"868","PT","BUT","LN",3,"Pink thila","thila","2021/22"
"869","PT","BUT","MADA",2,"Pink thila","thila","2021/22"
"870","PT","BUT","MEL",3,"Pink thila","thila","2021/22"
"871","PT","BUT","PHA",5,"Pink thila","thila","2021/22"
"872","PT","BUT","TFT",3,"Pink thila","thila","2021/22"
"873","PT","BUT","TRI",7,"Pink thila","thila","2021/22"
"874","PT","BUT","VLN",2,"Pink thila","thila","2021/22"
"875","PT","EMP","MONO",4,"Pink thila","thila","2021/22"
"876","PT","GRO","ARG",4,"Pink thila","thila","2021/22"
"877","PT","GRO","BOE",1,"Pink thila","thila","2021/22"
"878","PT","GRO","LEU",2,"Pink thila","thila","2021/22"
"879","PT","PAR","DUSKY",19,"Pink thila","thila","2021/22"
"880","PT","PAR","EMBER",8,"Pink thila","thila","2021/22"
"881","PT","PAR","SHEEPHEAD",2,"Pink thila","thila","2021/22"
"882","PT","PAR","SORDID",9,"Pink thila","thila","2021/22"
"883","PT","SNAP","FUL",4,"Pink thila","thila","2021/22"
"884","PT","SNAP","IND",2,"Pink thila","thila","2021/22"
"885","PT","SNAP","MONO",8,"Pink thila","thila","2021/22"
"886","PT","SNAP","RED",1,"Pink thila","thila","2021/22"
"887","PT","T&J","MEL",3,"Pink thila","thila","2021/22"
"888","PT","T&J","ORTH",1,"Pink thila","thila","2021/22"
"889","PT","TRIG","STR",1,"Pink thila","thila","2021/22"
"890","RDH","BUT","AUR",1,"Rahdhashuhaa","thila","2021/22"
"891","RDH","BUT","COL",1,"Rahdhashuhaa","thila","2021/22"
"892","RDH","BUT","FAL",2,"Rahdhashuhaa","thila","2021/22"
"893","RDH","BUT","GUT",13,"Rahdhashuhaa","thila","2021/22"
"894","RDH","BUT","KLE",14,"Rahdhashuhaa","thila","2021/22"
"895","RDH","BUT","LN",10,"Rahdhashuhaa","thila","2021/22"
"896","RDH","BUT","MADA",7,"Rahdhashuhaa","thila","2021/22"
"897","RDH","BUT","MEY",7,"Rahdhashuhaa","thila","2021/22"
"898","RDH","BUT","PYR",1,"Rahdhashuhaa","thila","2021/22"
"899","RDH","BUT","TFT",12,"Rahdhashuhaa","thila","2021/22"
"900","RDH","BUT","TRI",22,"Rahdhashuhaa","thila","2021/22"
"901","RDH","BUT","VLN",6,"Rahdhashuhaa","thila","2021/22"
"902","RDH","BUT","XAN",1,"Rahdhashuhaa","thila","2021/22"
"903","RDH","EMP","AUR",1,"Rahdhashuhaa","thila","2021/22"
"904","RDH","EMP","GIB",2,"Rahdhashuhaa","thila","2021/22"
"905","RDH","EMP","IND2",96,"Rahdhashuhaa","thila","2021/22"
"906","RDH","EMP","KAS",3,"Rahdhashuhaa","thila","2021/22"
"907","RDH","EMP","MONO",24,"Rahdhashuhaa","thila","2021/22"
"908","RDH","GRO","ALBO",5,"Rahdhashuhaa","thila","2021/22"
"909","RDH","GRO","ARE",13,"Rahdhashuhaa","thila","2021/22"
"910","RDH","GRO","ARG",9,"Rahdhashuhaa","thila","2021/22"
"911","RDH","GRO","BOE",1,"Rahdhashuhaa","thila","2021/22"
"912","RDH","GRO","FAS",1,"Rahdhashuhaa","thila","2021/22"
"913","RDH","GRO","LEO",3,"Rahdhashuhaa","thila","2021/22"
"914","RDH","GRO","LEU",3,"Rahdhashuhaa","thila","2021/22"
"915","RDH","GRO","LOU",11,"Rahdhashuhaa","thila","2021/22"
"916","RDH","GRO","MIN",1,"Rahdhashuhaa","thila","2021/22"
"917","RDH","GRO","POL",1,"Rahdhashuhaa","thila","2021/22"
"918","RDH","GRO","ROG",24,"Rahdhashuhaa","thila","2021/22"
"919","RDH","GRO","SEX",14,"Rahdhashuhaa","thila","2021/22"
"920","RDH","PAR","3COLOR",7,"Rahdhashuhaa","thila","2021/22"
"921","RDH","PAR","BLUEBAR",1,"Rahdhashuhaa","thila","2021/22"
"922","RDH","PAR","DUSKY",38,"Rahdhashuhaa","thila","2021/22"
"923","RDH","PAR","ECLIPSE",4,"Rahdhashuhaa","thila","2021/22"
"924","RDH","PAR","FRENATUS",1,"Rahdhashuhaa","thila","2021/22"
"925","RDH","PAR","SCABER",2,"Rahdhashuhaa","thila","2021/22"
"926","RDH","PAR","SORDID",98,"Rahdhashuhaa","thila","2021/22"
"927","RDH","SNAP","IND2",84,"Rahdhashuhaa","thila","2021/22"
"928","RDH","T&J","MEL",41,"Rahdhashuhaa","thila","2021/22"
"929","RDH","TRIG","STR",23,"Rahdhashuhaa","thila","2021/22"
"930","RDH","TRIG","SUFB",11,"Rahdhashuhaa","thila","2021/22"
"931","RI","BUT","AUR",3,"Raha Inside","inside","2021/22"
"932","RI","BUT","GUT",1,"Raha Inside","inside","2021/22"
"933","RI","BUT","KLE",3,"Raha Inside","inside","2021/22"
"934","RI","BUT","LN",1,"Raha Inside","inside","2021/22"
"935","RI","BUT","OXY",1,"Raha Inside","inside","2021/22"
"936","RI","BUT","TFT",26,"Raha Inside","inside","2021/22"
"937","RI","BUT","TRI",13,"Raha Inside","inside","2021/22"
"938","RI","BUT","XAN",1,"Raha Inside","inside","2021/22"
"939","RI","EMP","ERY",1,"Raha Inside","inside","2021/22"
"940","RI","EMP","LMIC",1,"Raha Inside","inside","2021/22"
"941","RI","EMP","MONO",6,"Raha Inside","inside","2021/22"
"942","RI","EMP","XAN",1,"Raha Inside","inside","2021/22"
"943","RI","GRO","ARE",6,"Raha Inside","inside","2021/22"
"944","RI","GRO","ARG",5,"Raha Inside","inside","2021/22"
"945","RI","GRO","COE",2,"Raha Inside","inside","2021/22"
"946","RI","GRO","LEU",2,"Raha Inside","inside","2021/22"
"947","RI","GRO","MER",5,"Raha Inside","inside","2021/22"
"948","RI","GRO","MIN",1,"Raha Inside","inside","2021/22"
"949","RI","GRO","ROG",4,"Raha Inside","inside","2021/22"
"950","RI","PAR","3COLOR",16,"Raha Inside","inside","2021/22"
"951","RI","PAR","DUSKY",45,"Raha Inside","inside","2021/22"
"952","RI","PAR","ECLIPSE",1,"Raha Inside","inside","2021/22"
"953","RI","PAR","EMBER",4,"Raha Inside","inside","2021/22"
"954","RI","PAR","LNOSE",1,"Raha Inside","inside","2021/22"
"955","RI","PAR","SORDID",67,"Raha Inside","inside","2021/22"
"956","RI","RAB","2COLOR",1,"Raha Inside","inside","2021/22"
"957","RI","RAB","3COLOR",1,"Raha Inside","inside","2021/22"
"958","RI","RAB","SCH",8,"Raha Inside","inside","2021/22"
"959","RI","RAB","SGR",7,"Raha Inside","inside","2021/22"
"960","RI","RAB","SORDID",1,"Raha Inside","inside","2021/22"
"961","RI","RAB","STR",4,"Raha Inside","inside","2021/22"
"962","RI","SNAP","FUR",2,"Raha Inside","inside","2021/22"
"963","RI","SNAP","IND",1,"Raha Inside","inside","2021/22"
"964","RI","SNAP","KAS",1,"Raha Inside","inside","2021/22"
"965","RI","SNAP","LEA",1,"Raha Inside","inside","2021/22"
"966","RI","SNAP","MID",1,"Raha Inside","inside","2021/22"
"967","RI","SNAP","ROG",1,"Raha Inside","inside","2021/22"
"968","RI","TRIG","STR",17,"Raha Inside","inside","2021/22"
"969","VA","BUT","COL",6,"Vadinolhu kandu","channel","2021/22"
"970","VA","BUT","GUT",14,"Vadinolhu kandu","channel","2021/22"
"971","VA","BUT","KLE",8,"Vadinolhu kandu","channel","2021/22"
"972","VA","BUT","LUN",1,"Vadinolhu kandu","channel","2021/22"
"973","VA","BUT","MEY",1,"Vadinolhu kandu","channel","2021/22"
"974","VA","BUT","XAN",1,"Vadinolhu kandu","channel","2021/22"
"975","VA","EMP","MONO",3,"Vadinolhu kandu","channel","2021/22"
"976","VA","GRO","ARG",3,"Vadinolhu kandu","channel","2021/22"
"977","VA","GRO","BOE",15,"Vadinolhu kandu","channel","2021/22"
"978","VA","GRO","MIN",2,"Vadinolhu kandu","channel","2021/22"
"979","VA","GRO","ROG",5,"Vadinolhu kandu","channel","2021/22"
"980","VA","PAR","2COLOR",15,"Vadinolhu kandu","channel","2021/22"
"981","VA","PAR","3COLOR",5,"Vadinolhu kandu","channel","2021/22"
"982","VA","PAR","BARTAIL",1,"Vadinolhu kandu","channel","2021/22"
"983","VA","PAR","BLUEBAR",1,"Vadinolhu kandu","channel","2021/22"
"984","VA","PAR","DUSKY",4,"Vadinolhu kandu","channel","2021/22"
"985","VA","PAR","LNOSE",2,"Vadinolhu kandu","channel","2021/22"
"986","VA","PAR","SCABER",3,"Vadinolhu kandu","channel","2021/22"
"987","VA","PAR","SORDID",26,"Vadinolhu kandu","channel","2021/22"
"988","VA","RAB","SCH",9,"Vadinolhu kandu","channel","2021/22"
"989","VA","RAB","STR",2,"Vadinolhu kandu","channel","2021/22"
"990","VA","SNAP","RED",3,"Vadinolhu kandu","channel","2021/22"
"991","VA","T&J","MACA",1,"Vadinolhu kandu","channel","2021/22"
"992","VA","TRIG","IND",39,"Vadinolhu kandu","channel","2021/22"
"993","VA","TRIG","RED",4,"Vadinolhu kandu","channel","2021/22"
"994","VA","TRIG","REDT",68,"Vadinolhu kandu","channel","2021/22"
"995","VA","TRIG","STR",22,"Vadinolhu kandu","channel","2021/22"
"996","VA","TRIG","SUFB",13,"Vadinolhu kandu","channel","2021/22"
"997","VA","TRIG","SUFC",3,"Vadinolhu kandu","channel","2021/22"
"998","VA","TRIG","SUFF",1,"Vadinolhu kandu","channel","2021/22"
